"WATER_SYSTEM_NUMBER","WATER_SYSTEM_NAME","CITY","COUNTY","ZIPCODE","CLASSIFICATION","POPULATION","SERVICE_CONNECTIONS","REGULATING_AGENCY","VIOLATION_NUMBER","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","VIOL_BEGIN_DATE","VIOL_END_DATE","ENF_ACTION_NUMBER","ENF_ACTION_ISSUE_DATE","ENF_ACTION_TYPE_ISSUED"
"CA1500409","BROCK MUTUAL WATER COMPANY","BAKESRFIELD","KERN","93312","COMMUNITY","462","155","DISTRICT 12 - VISALIA","9812019","MCL,  AVERAGE","ARSENIC","0.012 MG/L","0.010 MG/L",2017-10-01,2017-12-31,"9819017",2018-02-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500409","BROCK MUTUAL WATER COMPANY","BAKESRFIELD","KERN","93312","COMMUNITY","462","155","DISTRICT 12 - VISALIA","9812020","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2018-01-01,2018-03-31,"9819017",2018-02-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500409","BROCK MUTUAL WATER COMPANY","BAKESRFIELD","KERN","93312","COMMUNITY","462","155","DISTRICT 12 - VISALIA","9812021","STATE PRIMARY MCL VIOL - NOT CR6","1,2,3-TRICHLOROPROPANE","0.000045 MG/L",NA,2018-04-01,2018-06-30,"9819018",2018-02-27,"CA STATE ACTION ISSUED"
"CA1500409","BROCK MUTUAL WATER COMPANY","BAKESRFIELD","KERN","93312","COMMUNITY","462","155","DISTRICT 12 - VISALIA","9812022","STATE PRIMARY MCL VIOL - NOT CR6","1,2,3-TRICHLOROPROPANE","0.000048 MG/L",NA,2018-07-01,2018-09-30,"9819018",2018-02-27,"CA STATE ACTION ISSUED"
"CA1500409","BROCK MUTUAL WATER COMPANY","BAKESRFIELD","KERN","93312","COMMUNITY","462","155","DISTRICT 12 - VISALIA","9812023","MCL, SINGLE SAMPLE","NITRATE-NITRITE","13 MG/L","10 MG/L",2018-07-01,2018-09-30,"9819013",2016-06-24,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","1119026","MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","1119026","MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","1219027","MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","1219027","MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","1219028","MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","1219028","MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712006","MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712006","MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712007","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712007","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712008","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712008","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712009","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712009","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712010","MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L",2013-10-01,2013-12-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712010","MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L",2013-10-01,2013-12-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712011","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712011","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712012","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712012","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712013","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712013","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712014","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712014","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712015","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2015-01-01,2015-03-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712015","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2015-01-01,2015-03-31,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712016","MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L",2015-04-01,2015-06-30,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712016","MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L",2015-04-01,2015-06-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712017","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2015-07-01,2015-09-30,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712017","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2015-07-01,2015-09-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712018","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2015-10-01,2015-12-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712018","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2015-10-01,2015-12-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712019","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2016-01-01,2016-03-31,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712019","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2016-01-01,2016-03-31,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712020","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2016-04-01,2016-06-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712020","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2016-04-01,2016-06-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712021","MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L",2016-07-01,2016-09-30,"9719010",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712021","MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L",2016-07-01,2016-09-30,"919019",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712022","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L",2016-10-01,2016-12-31,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712023","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2017-01-01,2017-03-31,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712024","MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L",2017-04-01,2017-06-30,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712026","MCL,  AVERAGE","ARSENIC",".019 MG/L","0.010 MG/L",2017-07-01,2017-09-30,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712027","MCL,  AVERAGE","ARSENIC",".020 MG/L","0.010 MG/L",2017-10-01,2017-12-31,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712028","MCL,  AVERAGE","ARSENIC","0.017 MG/L","0.010 MG/L",2018-01-01,2018-03-31,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712029","MCL,  AVERAGE","ARSENIC","0.019 MG/L","0.010 MG/L",2018-04-01,2018-06-30,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712030","MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L",2018-07-01,2018-09-30,"9719008",2015-12-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500424","LANDS OF PROMISE MWC","ROSAMOND","KERN","93560","COMMUNITY","171","65","DISTRICT 19 - TEHACHAPI","9712032","MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L",2018-10-01,2018-12-31,"9719011",2018-12-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","1119040","MCL,  AVERAGE","ARSENIC",".06600000 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","1119040","MCL,  AVERAGE","ARSENIC",".06600000 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","1219041","MCL,  AVERAGE","ARSENIC",".05400000 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","1219041","MCL,  AVERAGE","ARSENIC",".05400000 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","1219042","MCL,  AVERAGE","ARSENIC",".06900000 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","1219042","MCL,  AVERAGE","ARSENIC",".06900000 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919007","MCL,  AVERAGE","ARSENIC","0.074 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919007","MCL,  AVERAGE","ARSENIC","0.074 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919008","MCL,  AVERAGE","ARSENIC","0.076 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919008","MCL,  AVERAGE","ARSENIC","0.076 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919009","MCL,  AVERAGE","ARSENIC","0.070 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919009","MCL,  AVERAGE","ARSENIC","0.070 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919010","MCL,  AVERAGE","ARSENIC","0.072 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919010","MCL,  AVERAGE","ARSENIC","0.072 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919011","MCL,  AVERAGE","ARSENIC","0.075 MG/L","0.010 MG/L",2013-10-01,2013-12-31,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919011","MCL,  AVERAGE","ARSENIC","0.075 MG/L","0.010 MG/L",2013-10-01,2013-12-31,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919012","MCL,  AVERAGE","ARSENIC","0.079 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919012","MCL,  AVERAGE","ARSENIC","0.079 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919013","MCL,  AVERAGE","ARSENIC","0.087 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919013","MCL,  AVERAGE","ARSENIC","0.087 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919014","MCL,  AVERAGE","ARSENIC","0.082 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919014","MCL,  AVERAGE","ARSENIC","0.082 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919015","MCL,  AVERAGE","ARSENIC","0.081 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"9619006",2018-03-05,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919015","MCL,  AVERAGE","ARSENIC","0.081 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"919015",2009-01-23,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919016","MCL,  AVERAGE","ARSENIC","0.078 MG/L","0.010 MG/L",2015-01-01,2015-03-31,"9619009",2018-08-10,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919016","MCL,  AVERAGE","ARSENIC","0.078 MG/L","0.010 MG/L",2015-01-01,2015-03-31,"9619003",2015-04-30,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919017","MCL,  AVERAGE","ARSENIC","0.076 MG/L","0.010 MG/L",2015-04-01,2015-06-30,"9619003",2015-04-30,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919017","MCL,  AVERAGE","ARSENIC","0.076 MG/L","0.010 MG/L",2015-04-01,2015-06-30,"9619009",2018-08-10,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919018","MCL,  AVERAGE","ARSENIC","0.068 MG/L","0.010 MG/L",2015-07-01,2015-09-30,"9619003",2015-04-30,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919018","MCL,  AVERAGE","ARSENIC","0.068 MG/L","0.010 MG/L",2015-07-01,2015-09-30,"9619009",2018-08-10,"STATE INTENTIONAL NO ACTION TAKEN"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919019","MCL,  AVERAGE","ARSENIC","0.071 MG/L","0.010 MG/L",2015-10-01,2015-12-31,"9619003",2015-04-30,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1500436","HUNGRY GULCH MWC","WOFFORD HEIGHTS","KERN","93285","COMMUNITY","36","38","DISTRICT 19 - TEHACHAPI","9919019","MCL,  AVERAGE","ARSENIC","0.071 MG/L","0.010 MG/L",2015-10-01,2015-12-31,"9619009",2018-08-10,"STATE INTENTIONAL NO ACTION TAKEN"
