"WATER_SYSTEM_NUMBER","WATER_SYSTEM_NAME","CITY","COUNTY","ZIPCODE","CLASSIFICATION","POPULATION","SERVICE_CONNECTIONS","REGULATING_AGENCY","VIOLATION_NUMBER","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","VIOL_BEGIN_DATE","VIOL_END_DATE","ENF_ACTION_NUMBER","ENF_ACTION_ISSUE_DATE","ENF_ACTION_TYPE_ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123021","MCL,  AVERAGE","COMBINED URANIUM","24.6 PCI/L","20 PCI/L",2013-04-01,2013-06-30,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123022","MCL,  AVERAGE","COMBINED URANIUM","23.0 PCI/L","20 PCI/L",2013-10-01,2013-12-31,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123022","MCL,  AVERAGE","COMBINED URANIUM","23.0 PCI/L","20 PCI/L",2013-10-01,2013-12-31,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123023","MCL,  AVERAGE","COMBINED URANIUM","24.6 PCI/L","20 PCI/L",2013-07-01,2013-09-30,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123023","MCL,  AVERAGE","COMBINED URANIUM","24.6 PCI/L","20 PCI/L",2013-07-01,2013-09-30,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123024","MCL,  AVERAGE","COMBINED URANIUM","23.2 PCI/L","20 PCI/L",2014-01-01,2014-03-31,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123024","MCL,  AVERAGE","COMBINED URANIUM","23.2 PCI/L","20 PCI/L",2014-01-01,2014-03-31,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123025","MCL,  AVERAGE","COMBINED URANIUM","21.7 PCI/L","20 PCI/L",2014-04-01,2014-06-30,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123025","MCL,  AVERAGE","COMBINED URANIUM","21.7 PCI/L","20 PCI/L",2014-04-01,2014-06-30,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123026","MCL,  AVERAGE","COMBINED URANIUM","20.3 PCI/L","20 PCI/L",2014-07-01,2014-09-30,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123026","MCL,  AVERAGE","COMBINED URANIUM","20.3 PCI/L","20 PCI/L",2014-07-01,2014-09-30,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123027","MCL,  AVERAGE","COMBINED URANIUM","20.7 PCI/L","20 PCI/L",2014-10-01,2014-12-31,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123027","MCL,  AVERAGE","COMBINED URANIUM","20.7 PCI/L","20 PCI/L",2014-10-01,2014-12-31,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123028","MCL,  AVERAGE","COMBINED URANIUM","20.3 PCI/L","20 PCI/L",2015-01-01,2015-03-31,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123028","MCL,  AVERAGE","COMBINED URANIUM","20.3 PCI/L","20 PCI/L",2015-01-01,2015-03-31,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123029","MCL,  AVERAGE","COMBINED URANIUM","21.0 PCI/L","20 PCI/L",2015-04-01,2015-06-30,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123029","MCL,  AVERAGE","COMBINED URANIUM","21.0 PCI/L","20 PCI/L",2015-04-01,2015-06-30,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123030","MCL,  AVERAGE","COMBINED URANIUM","21.3 PCI/L","20 PCI/L",2015-07-01,2015-09-30,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123030","MCL,  AVERAGE","COMBINED URANIUM","21.3 PCI/L","20 PCI/L",2015-07-01,2015-09-30,"1123422",2010-11-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123031","MCL,  AVERAGE","COMBINED URANIUM","20.5 PCI/L","20 PCI/L",2015-10-01,2015-12-31,"1123423",2015-07-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000445","LINDA VISTA FARMS","RIVERDALE","FRESNO","93656","COMMUNITY","63","17","DISTRICT 23 - FRESNO","1123031","MCL,  AVERAGE","COMBINED URANIUM","20.5 PCI/L","20 PCI/L",2015-10-01,2015-12-31,"1123425",2017-11-29,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223014","MCL,  AVERAGE","ARSENIC",".03830000 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223014","MCL,  AVERAGE","ARSENIC",".03830000 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223015","MCL,  AVERAGE","ARSENIC",".03750000 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223015","MCL,  AVERAGE","ARSENIC",".03750000 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223016","MCL,  AVERAGE","ARSENIC",".03750000 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223016","MCL,  AVERAGE","ARSENIC",".03750000 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223017","MCL,  AVERAGE","ARSENIC","0.0375 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223017","MCL,  AVERAGE","ARSENIC","0.0375 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223018","MCL,  AVERAGE","ARSENIC","38.3 UG/L","10 UG/L",2013-01-01,2013-03-31,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223018","MCL,  AVERAGE","ARSENIC","38.3 UG/L","10 UG/L",2013-01-01,2013-03-31,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223019","MCL,  AVERAGE","ARSENIC","0.0133 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223019","MCL,  AVERAGE","ARSENIC","0.0133 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223020","MCL,  AVERAGE","ARSENIC","0.036 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223020","MCL,  AVERAGE","ARSENIC","0.036 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223021","MCL,  AVERAGE","ARSENIC","0.036 MG/L","0.010 MG/L",2013-10-01,2013-12-31,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223021","MCL,  AVERAGE","ARSENIC","0.036 MG/L","0.010 MG/L",2013-10-01,2013-12-31,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223022","MCL,  AVERAGE","ARSENIC","0.0358 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223022","MCL,  AVERAGE","ARSENIC","0.0358 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223023","MCL,  AVERAGE","ARSENIC","0.035 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"923003",2014-03-01,"RETURN TO COMPLIANCE"
"CA1000472","PG&E HELMS SUPPORT FACILITY","SHAVER LAKE","FRESNO","93664","COMMUNITY","40","22","DISTRICT 23 - FRESNO","1223023","MCL,  AVERAGE","ARSENIC","0.035 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"923001",2009-05-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009020","FIVE POINTS RANCH","FIVE POINTS","FRESNO","93624","COMMUNITY","100","32","DISTRICT 23 - FRESNO","923004","MCL, SINGLE SAMPLE","NITRATE","78 MG/L","45 MG/L",2014-04-01,2014-06-30,"923418",2014-08-12,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009020","FIVE POINTS RANCH","FIVE POINTS","FRESNO","93624","COMMUNITY","100","32","DISTRICT 23 - FRESNO","923004","MCL, SINGLE SAMPLE","NITRATE","78 MG/L","45 MG/L",2014-04-01,2014-06-30,"923419",2018-03-05,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023006","MCL, LRAA","TTHM","0.099 MG/L","0.080 MG/L",2014-04-01,2014-06-30,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023006","MCL, LRAA","TTHM","0.099 MG/L","0.080 MG/L",2014-04-01,2014-06-30,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023007","MCL, LRAA","TTHM","0.102 MG/L","0.080 MG/L",2014-07-01,2014-09-30,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023007","MCL, LRAA","TTHM","0.102 MG/L","0.080 MG/L",2014-07-01,2014-09-30,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023008","MCL, LRAA","TTHM","0.101 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023008","MCL, LRAA","TTHM","0.101 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023009","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-01-01,2015-03-31,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023009","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-01-01,2015-03-31,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023010","MCL, LRAA","TTHM","0.103 MG/L","0.080 MG/L",2015-04-01,2015-06-30,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023010","MCL, LRAA","TTHM","0.103 MG/L","0.080 MG/L",2015-04-01,2015-06-30,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023011","MCL, LRAA","TTHM","0.123 MG/L","0.080 MG/L",2015-07-01,2015-09-30,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023011","MCL, LRAA","TTHM","0.123 MG/L","0.080 MG/L",2015-07-01,2015-09-30,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023012","MCL, LRAA","TTHM","0.122 MG/L","0.080 MG/L",2015-10-01,2015-12-31,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023012","MCL, LRAA","TTHM","0.122 MG/L","0.080 MG/L",2015-10-01,2015-12-31,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023013","MCL, LRAA","TTHM","0.124 MG/L","0.080 MG/L",2016-01-01,2016-03-31,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023013","MCL, LRAA","TTHM","0.124 MG/L","0.080 MG/L",2016-01-01,2016-03-31,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023014","MCL, LRAA","TTHM","0.097 MG/L","0.080 MG/L",2016-04-01,2016-06-30,"1323003",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009023","BRITZ/COLUSA","FIVE POINTS","FRESNO","93624","COMMUNITY","85","16","DISTRICT 23 - FRESNO","1023014","MCL, LRAA","TTHM","0.097 MG/L","0.080 MG/L",2016-04-01,2016-06-30,"1323004",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023007","MCL, LRAA","TTHM","0.0810 MG/L","0.080 MG/L",2014-04-01,2014-06-30,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023007","MCL, LRAA","TTHM","0.0810 MG/L","0.080 MG/L",2014-04-01,2014-06-30,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023008","MCL, LRAA","TTHM","0.0883 MG/L","0.080 MG/L",2014-07-01,2014-09-30,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023008","MCL, LRAA","TTHM","0.0883 MG/L","0.080 MG/L",2014-07-01,2014-09-30,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023009","MCL, LRAA","TTHM","0.101 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023009","MCL, LRAA","TTHM","0.101 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023010","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-01-01,2015-03-31,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023010","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-01-01,2015-03-31,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023011","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-04-01,2015-06-30,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023011","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-04-01,2015-06-30,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023012","MCL, LRAA","TTHM","0.108 MG/L","0.080 MG/L",2015-07-01,2015-09-30,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023012","MCL, LRAA","TTHM","0.108 MG/L","0.080 MG/L",2015-07-01,2015-09-30,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023013","MCL, LRAA","TTHM","0.110 MG/L","0.080 MG/L",2015-10-01,2015-12-31,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023013","MCL, LRAA","TTHM","0.110 MG/L","0.080 MG/L",2015-10-01,2015-12-31,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023014","MCL, LRAA","TTHM","0.107 MG/L","0.080 MG/L",2016-01-01,2016-03-31,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023014","MCL, LRAA","TTHM","0.107 MG/L","0.080 MG/L",2016-01-01,2016-03-31,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023015","MCL, LRAA","TTHM","0.107 MG/L","0.080 MG/L",2016-04-01,2016-06-30,"1323006",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009147","FARMING D","FIVE POINTS","FRESNO","93624","COMMUNITY","110","29","DISTRICT 23 - FRESNO","1023015","MCL, LRAA","TTHM","0.107 MG/L","0.080 MG/L",2016-04-01,2016-06-30,"1323007",2018-01-17,"RETURN TO COMPLIANCE"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023004","MCL, LRAA","TTHM","0.0913 MG/L","0.080 MG/L",2014-04-01,2014-06-30,"1323004",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023004","MCL, LRAA","TTHM","0.0913 MG/L","0.080 MG/L",2014-04-01,2014-06-30,"1323005",2017-03-22,"RETURN TO COMPLIANCE"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023005","MCL, LRAA","TTHM","0.0873 MG/L","0.080 MG/L",2014-07-01,2014-09-30,"1323005",2017-03-22,"RETURN TO COMPLIANCE"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023005","MCL, LRAA","TTHM","0.0873 MG/L","0.080 MG/L",2014-07-01,2014-09-30,"1323004",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023006","MCL, LRAA","TTHM","0.085 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"1323005",2017-03-22,"RETURN TO COMPLIANCE"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023006","MCL, LRAA","TTHM","0.085 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"1323004",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023007","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-01-01,2015-03-31,"1323005",2017-03-22,"RETURN TO COMPLIANCE"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023007","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L",2015-01-01,2015-03-31,"1323004",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023008","MCL, LRAA","TTHM","0.103 MG/L","0.080 MG/L",2015-04-01,2015-06-30,"1323004",2014-11-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA1009179","BRITZ/FIVE POINT SYSTEM","FIVE POINTS","FRESNO","93624","COMMUNITY","76","23","DISTRICT 23 - FRESNO","1023008","MCL, LRAA","TTHM","0.103 MG/L","0.080 MG/L",2015-04-01,2015-06-30,"1323005",2017-03-22,"RETURN TO COMPLIANCE"
